emprestimo_id;cliente_id;valor_emprestado;valor_parcela;num_parcelas;taxa_juros;data_concessao;status
4430;3590;6308.15;544.97;12;3.67;2022-07-14;QUITADO
4431;7267;7187.98;408.72;18;2.35;2024-03-05;ATIVO
4432;2422;1566.91;67.41;24;3.25;2021-01-24;ATIVO
4433;5152;41519.98;875.47;48;1.21;2022-11-12;QUITADO
4434;9897;18322.72;3150.29;6;3.16;2023-04-28;QUITADO
4435;7294;36153.99;1527.2;24;1.38;2022-06-22;ATIVO
4436;1388;3741.49;109.16;36;5.03;2022-03-28;QUITADO
4437;9939;5282.59;312.79;18;6.58;2024-03-16;ATIVO
4438;7347;4153.34;368.4;12;6.44;2024-05-30;ATIVO
4439;6706;1086.31;97.7;12;7.92;2024-09-24;INADIMPLENTE
4440;835;1305.45;37.26;36;2.74;2023-01-06;ATIVO
4441;3829;43672.76;920.04;48;1.12;2023-06-27;QUITADO
4442;5539;1843.56;165.28;12;7.58;2024-10-13;ATIVO
4443;2211;29014.43;1225.01;24;1.33;2023-04-12;QUITADO
4444;2538;12491.57;357.43;36;3.01;2022-12-09;ATIVO
4445;7025;1217.95;70.63;18;4.38;2023-10-12;QUITADO
4446;2004;7853.08;340.73;24;4.13;2021-09-10;ATIVO
4447;598;2701.2;59.43;48;5.61;2023-02-08;INADIMPLENTE
4448;3042;19407.6;3280.53;6;1.42;2021-10-03;ATIVO
4449;3410;19276.67;830.74;24;3.43;2021-09-23;ATIVO
4450;9140;3844.93;170.2;24;6.24;2021-06-23;ATIVO
4451;1108;3426.72;297.1;12;4.04;2024-01-12;QUITADO
4452;403;559.08;49.06;12;5.3;2022-09-24;INADIMPLENTE
4453;892;1456.06;64.42;24;6.19;2024-01-29;INADIMPLENTE
4454;2908;5234.95;115.8;48;6.18;2023-04-26;QUITADO
4455;1334;1873.48;79.99;24;2.47;2023-01-27;ATIVO
4456;7134;16944.56;360.99;48;2.26;2023-10-03;QUITADO
4457;8482;2715.14;242.55;12;7.2;2021-05-09;ATIVO
4458;1338;6663.95;298.6;24;7.54;2021-09-28;QUITADO
4459;6541;14619.17;1241.53;12;1.91;2022-10-23;QUITADO
4460;4149;13069.01;1098.89;12;0.9;2022-11-28;INADIMPLENTE
4461;9956;6708.53;291.21;24;4.18;2021-03-11;ATIVO
4462;7465;2907.72;83.6;36;3.5;2024-06-22;INADIMPLENTE
4463;2449;3428.59;599.37;6;4.89;2023-07-16;ATIVO
4464;7194;3214.74;558.88;6;4.31;2022-11-27;ATIVO
4465;5183;561.91;33.4;18;6.98;2022-04-12;ATIVO
4466;6318;15583.3;1326.66;12;2.16;2021-09-01;ATIVO
4467;6570;8057.87;344.24;24;2.53;2021-02-04;ATIVO
4468;693;19252.92;546.36;36;2.16;2022-04-16;ATIVO
4469;7292;3838.86;326.56;12;2.08;2021-09-17;ATIVO
4470;6206;36999.85;6247.42;6;1.31;2024-05-23;ATIVO
4471;7386;1601.63;46.22;36;3.88;2022-07-09;QUITADO
4472;1409;17893.01;1540.74;12;3.33;2021-08-12;QUITADO
4473;1868;6266.11;134.58;48;3.09;2024-08-05;QUITADO
4474;3730;2607.78;465.45;6;7.09;2024-01-08;ATIVO
4475;7476;26846.49;2269.65;12;1.45;2022-06-28;QUITADO
4476;8841;16206.82;1389.6;12;2.89;2024-10-26;ATIVO
4477;3603;3991.82;178.45;24;7.29;2024-04-26;ATIVO
4478;9556;3871.48;221.58;18;3.02;2021-04-03;INADIMPLENTE
4479;2287;2836.71;487.02;6;3.01;2023-05-25;ATIVO
4480;2629;1604.54;287.99;6;7.69;2022-03-21;ATIVO
4481;1982;18866.13;402.79;48;2.48;2023-11-25;ATIVO
4482;6478;3071.94;520.49;6;1.66;2021-03-29;QUITADO
4483;795;4751.47;424.15;12;7.12;2022-09-29;ATIVO
4484;3086;3563.0;154.74;24;4.23;2023-11-30;QUITADO
4485;4929;6161.15;274.63;24;6.98;2022-03-21;ATIVO
4486;8567;7870.82;337.33;24;2.86;2023-07-14;QUITADO
4487;2733;6322.26;378.91;18;7.88;2021-09-19;QUITADO
4488;4591;15577.65;885.59;18;2.33;2023-10-26;ATIVO
4489;4139;28993.39;2444.38;12;1.17;2023-10-09;QUITADO
4490;6947;3832.78;219.64;18;3.15;2022-08-29;ATIVO
4491;9177;3436.97;196.67;18;3.0;2022-02-19;ATIVO
4492;1332;2284.56;97.24;24;2.15;2023-12-15;ATIVO
4493;2994;6179.2;182.9;36;6.56;2021-02-21;INADIMPLENTE
4494;5480;19713.19;1118.83;18;2.16;2022-11-20;QUITADO
4495;1489;29930.85;840.23;36;1.06;2022-01-18;ATIVO
4496;1076;4037.95;712.03;6;5.8;2022-06-21;ATIVO
4497;5601;9983.49;425.88;24;2.38;2023-02-15;QUITADO
4498;3400;4492.08;133.13;36;6.69;2024-01-24;ATIVO
4499;5456;6685.33;144.07;48;3.44;2024-11-27;QUITADO
4500;4116;9488.18;203.92;48;3.16;2024-09-24;INADIMPLENTE
4501;2214;12889.61;728.69;18;1.76;2022-03-02;QUITADO
4502;5469;16998.07;1439.74;12;1.64;2023-03-10;QUITADO
4503;9960;12479.37;2134.18;6;2.61;2023-01-31;ATIVO
4504;7015;14477.61;621.63;24;3.05;2021-09-20;QUITADO
4505;1818;13441.96;569.55;24;1.69;2022-08-29;QUITADO
4506;825;47325.55;2663.38;18;1.3;2022-06-24;QUITADO
4507;4054;13075.84;2221.59;6;1.94;2021-02-01;QUITADO
4508;8009;1112.15;66.19;18;7.12;2022-12-30;INADIMPLENTE
4509;7413;40480.42;1134.58;36;0.9;2023-02-22;QUITADO
4510;4749;20863.72;881.93;24;1.45;2022-10-01;ATIVO
4511;2168;4890.09;831.64;6;2.04;2024-05-03;QUITADO
4512;4285;17153.87;2947.32;6;3.09;2021-09-08;QUITADO
4513;2337;7886.07;676.03;12;2.87;2022-05-13;QUITADO
4514;13;6391.18;286.24;24;7.49;2021-12-04;QUITADO
4515;1124;6815.0;301.85;24;6.3;2021-02-28;ATIVO
4516;6855;6125.04;132.61;48;3.92;2022-02-26;ATIVO
4517;422;2769.08;164.7;18;7.06;2022-09-10;QUITADO
4518;1382;10430.35;223.17;48;2.7;2024-12-28;ATIVO
4519;9853;7762.95;221.22;36;2.59;2023-04-27;QUITADO
4520;2995;14939.57;426.4;36;2.75;2023-11-04;ATIVO
4521;7470;7494.44;216.34;36;3.92;2023-04-07;QUITADO
4522;3966;14500.54;1227.83;12;1.61;2021-08-25;ATIVO
4523;1838;12224.51;520.71;24;2.23;2024-05-28;ATIVO
4524;7689;25535.5;2148.81;12;0.98;2023-11-21;QUITADO
4525;1252;7272.67;210.24;36;4.07;2021-04-03;ATIVO
4526;1577;2079.92;373.66;6;7.79;2021-11-25;INADIMPLENTE
4527;8909;2218.34;64.24;36;4.25;2022-10-21;ATIVO
4528;7553;1778.19;75.6;24;2.03;2021-01-29;ATIVO
4529;8623;4928.05;838.43;6;2.08;2022-10-02;QUITADO
4530;8099;7087.84;210.25;36;6.79;2022-03-24;QUITADO
4531;2636;30000.9;1689.38;18;1.36;2023-07-31;ATIVO
4532;1164;6938.77;407.15;18;5.62;2021-01-14;ATIVO
4533;456;2158.85;94.96;24;5.57;2023-04-22;INADIMPLENTE
4534;4572;19658.28;1127.29;18;3.22;2023-04-04;QUITADO
4535;5966;5541.58;239.12;24;3.56;2023-02-13;ATIVO
4536;9724;1544.37;46.26;36;7.83;2021-11-13;ATIVO
4537;7564;19374.02;410.65;48;1.74;2024-08-13;QUITADO
4538;5858;3297.52;281.88;12;2.58;2023-10-29;QUITADO
4539;7814;7687.9;675.06;12;5.37;2023-09-12;QUITADO
4540;7349;5970.19;255.25;24;2.61;2021-10-01;QUITADO
4541;981;14457.98;1233.15;12;2.35;2024-05-11;QUITADO
4542;9349;6878.66;399.08;18;4.43;2023-01-08;ATIVO
4543;8346;7987.25;354.1;24;6.4;2024-03-13;QUITADO
4544;9290;39222.06;1649.29;24;0.92;2023-04-02;ATIVO
4545;6936;3478.19;205.73;18;6.47;2024-01-18;ATIVO
4546;9310;2237.1;195.91;12;5.09;2022-02-19;INADIMPLENTE
4547;434;18368.77;1561.35;12;2.0;2022-11-28;ATIVO
4548;9031;14813.08;421.93;36;2.54;2024-02-26;ATIVO
4549;3338;19365.15;410.22;48;1.68;2022-09-26;ATIVO
4550;4058;6487.53;388.96;18;7.92;2021-07-20;ATIVO
4551;6715;2460.41;427.25;6;4.19;2021-03-01;ATIVO
4552;291;15237.87;655.55;24;3.25;2024-02-16;INADIMPLENTE
4553;3541;10002.95;214.35;48;2.86;2021-02-08;ATIVO
4554;1177;14496.11;1233.5;12;2.11;2023-02-10;ATIVO
4555;6565;7622.68;1329.4;6;4.64;2021-06-20;QUITADO
4556;7042;14805.62;423.11;36;2.88;2022-12-18;ATIVO
4557;4155;6035.85;180.52;36;7.67;2024-07-04;QUITADO
4558;7162;30772.23;1731.79;18;1.3;2021-12-08;ATIVO
4559;7594;16103.48;451.12;36;0.85;2022-02-09;ATIVO
4560;4440;4962.9;213.69;24;3.34;2022-02-01;ATIVO
4561;6580;3454.08;103.23;36;7.59;2023-10-14;QUITADO
4562;5157;3498.12;152.02;24;4.3;2023-12-01;ATIVO
4563;2041;10274.2;292.47;36;2.48;2022-03-06;QUITADO
4564;5693;4692.5;822.13;6;5.12;2022-03-04;QUITADO
4565;1388;2814.49;125.77;24;7.25;2022-06-11;ATIVO
4566;7616;2386.5;137.22;18;3.5;2022-03-27;QUITADO
4567;3076;49814.44;8413.66;6;1.34;2024-01-27;ATIVO
4568;1383;16189.5;1386.9;12;2.8;2023-06-05;QUITADO
4569;4436;17244.34;1481.15;12;3.07;2022-02-15;ATIVO
4570;8584;597.4;26.44;24;6.24;2023-04-12;ATIVO
4571;5188;17451.84;2958.96;6;1.73;2021-07-12;ATIVO
4572;3595;2179.58;377.21;6;3.84;2022-11-16;ATIVO
4573;4648;48515.78;2722.81;18;1.02;2022-08-03;ATIVO
4574;5702;1991.07;115.4;18;4.33;2023-10-20;QUITADO
4575;5107;15404.67;879.26;18;2.74;2024-04-13;ATIVO
4576;1996;1152.73;25.51;48;6.22;2023-12-11;ATIVO
4577;478;2847.73;122.69;24;3.4;2022-05-28;QUITADO
4578;216;5780.27;1032.84;6;7.21;2022-10-01;INADIMPLENTE
4579;1167;7855.78;175.58;48;7.28;2024-05-19;ATIVO
4580;8480;1171.72;51.79;24;6.07;2022-04-05;ATIVO
4581;656;18520.61;791.45;24;2.56;2023-07-20;QUITADO
4582;9049;11873.62;508.24;24;2.73;2024-09-26;QUITADO
4583;9846;9589.72;1629.61;6;1.96;2024-04-11;ATIVO
4584;5301;10317.72;870.73;12;1.27;2022-02-01;ATIVO
4585;4771;9214.62;786.47;12;2.42;2024-10-13;QUITADO
4586;1762;3228.75;140.29;24;4.28;2024-03-08;ATIVO
4587;6061;19637.4;1119.66;18;2.63;2023-01-14;QUITADO
4588;5636;26103.76;550.52;48;1.23;2024-08-15;QUITADO
4589;9284;18385.1;783.13;24;2.23;2024-06-19;ATIVO
4590;2000;39569.94;1664.25;24;0.94;2023-08-15;QUITADO
4591;450;10203.42;571.39;18;0.8;2022-09-24;ATIVO
4592;6919;2821.62;120.93;24;2.86;2024-10-16;ATIVO
4593;7867;12881.66;1100.31;12;2.5;2023-04-28;ATIVO
4594;420;19361.82;818.92;24;1.51;2023-11-07;QUITADO
4595;1219;10659.34;226.91;48;2.18;2024-01-03;QUITADO
4596;5185;5650.0;252.84;24;7.4;2021-05-09;QUITADO
4597;4667;6171.41;355.4;18;3.66;2024-10-11;ATIVO
4598;6245;4808.86;274.4;18;2.71;2023-10-23;ATIVO
4599;8503;7761.7;226.81;36;5.2;2022-08-24;INADIMPLENTE
4600;5413;7616.69;680.61;12;7.23;2023-04-22;QUITADO
4601;2459;17790.45;3025.86;6;2.05;2021-12-11;ATIVO
4602;4192;3857.23;164.37;24;2.27;2023-10-07;ATIVO
4603;756;7137.66;422.15;18;6.46;2024-05-02;ATIVO
4604;6357;17565.67;998.22;18;2.29;2022-11-17;ATIVO
4605;651;5418.67;238.94;24;5.83;2023-02-28;INADIMPLENTE
4606;9515;16566.03;354.58;48;2.74;2022-06-27;ATIVO
4607;4646;6084.36;364.66;18;7.88;2022-12-26;ATIVO
4608;8015;41411.68;3498.94;12;1.39;2022-07-18;ATIVO
4609;3162;7303.43;435.53;18;7.34;2024-08-19;ATIVO
4610;2148;33733.68;1889.65;18;0.83;2021-02-18;QUITADO
4611;7512;15860.19;669.7;24;1.34;2021-12-14;QUITADO
4612;6730;1105.64;23.66;48;2.7;2022-07-13;ATIVO
4613;1197;6110.28;180.86;36;6.56;2023-03-27;ATIVO
4614;9404;15214.58;426.94;36;1.02;2022-06-14;ATIVO
4615;5878;702.39;30.73;24;5.0;2022-12-17;ATIVO
4616;3456;7001.75;1222.51;6;4.76;2023-09-15;QUITADO
4617;3592;8117.35;231.23;36;2.55;2022-03-19;ATIVO
4618;8506;4502.58;195.84;24;4.39;2024-04-03;QUITADO
4619;9328;5912.12;1028.22;6;4.35;2022-05-23;ATIVO
4620;8617;3348.31;73.47;48;5.33;2023-12-11;ATIVO
4621;7765;7391.03;1277.29;6;3.69;2023-08-31;INADIMPLENTE
4622;3346;4971.61;281.56;18;1.94;2021-06-28;QUITADO
4623;9964;5912.83;258.88;24;5.08;2022-03-24;QUITADO
4624;2276;49524.59;2776.68;18;0.92;2021-03-02;QUITADO
4625;2064;844.17;18.45;48;4.91;2021-10-17;QUITADO
4626;1240;4373.94;127.97;36;5.33;2023-07-15;ATIVO
4627;8352;9205.74;788.32;12;2.76;2022-08-20;QUITADO
4628;1255;4004.59;89.82;48;7.66;2023-05-25;INADIMPLENTE
4629;7826;19685.54;836.88;24;2.03;2023-06-04;QUITADO
4630;915;5705.16;489.65;12;2.99;2023-09-22;QUITADO
4631;5486;15892.02;449.79;36;1.89;2023-08-30;QUITADO
4632;6691;7377.81;627.3;12;2.03;2021-04-20;QUITADO
4633;8419;15400.21;880.55;18;2.92;2021-05-23;INADIMPLENTE
4634;4986;1165.91;100.79;12;3.74;2024-07-10;INADIMPLENTE
4635;3712;836.9;24.57;36;5.7;2021-08-14;QUITADO
4636;6236;31834.6;5373.68;6;1.28;2023-03-14;ATIVO
4637;1387;4383.11;127.66;36;4.85;2023-08-04;QUITADO
4638;1713;5253.86;462.51;12;5.64;2023-11-28;QUITADO
4639;6272;2270.44;394.98;6;4.38;2023-05-25;ATIVO
4640;6508;2387.08;137.77;18;3.89;2023-07-05;QUITADO
4641;6869;8052.89;173.17;48;3.22;2023-08-27;ATIVO
4642;4978;4997.1;284.72;18;2.56;2021-02-16;ATIVO
4643;5674;7334.64;164.66;48;7.76;2024-08-06;ATIVO
4644;8651;3574.21;317.48;12;6.59;2023-08-16;ATIVO
4645;6243;3526.16;101.5;36;3.63;2023-08-22;INADIMPLENTE
4646;4162;39029.78;6571.96;6;1.03;2023-09-12;QUITADO
4647;3185;6846.04;148.16;48;3.88;2024-01-15;QUITADO
4648;8800;1398.13;124.15;12;6.56;2024-05-13;QUITADO
4649;8896;7122.85;309.61;24;4.32;2021-07-14;INADIMPLENTE
4650;5054;11829.72;1017.65;12;3.23;2022-01-20;ATIVO
4651;4098;5817.52;165.61;36;2.48;2024-08-13;ATIVO
4652;7085;7740.44;171.18;48;6.15;2021-07-29;INADIMPLENTE
4653;5975;7745.24;688.36;12;6.65;2023-10-18;ATIVO
4654;563;27524.69;4637.45;6;1.09;2022-11-16;QUITADO
4655;5386;27726.09;4687.56;6;1.44;2023-09-30;QUITADO
4656;2708;6188.71;136.8;48;6.1;2023-04-09;ATIVO
4657;6731;3225.24;576.78;6;7.3;2023-05-26;ATIVO
4658;7164;10423.2;443.12;24;2.03;2023-12-17;ATIVO
4659;4298;11219.0;238.19;48;1.91;2022-09-10;QUITADO
4660;1747;14884.27;423.29;36;2.38;2022-02-06;QUITADO
4661;4997;5331.96;152.72;36;3.11;2022-12-21;ATIVO
4662;9359;3746.45;219.75;18;5.58;2024-09-13;ATIVO
4663;2852;13889.47;787.61;18;2.07;2022-06-22;ATIVO
4664;4511;10104.97;288.38;36;2.74;2021-04-29;QUITADO
4665;3479;4593.7;196.63;24;2.73;2024-02-09;QUITADO
4666;2900;10614.95;228.31;48;3.24;2023-03-10;QUITADO
4667;1695;5870.25;126.1;48;3.11;2021-06-19;QUITADO
4668;9735;38489.26;2161.81;18;1.1;2024-07-02;ATIVO
4669;8863;6072.62;345.84;18;2.51;2022-07-02;ATIVO
4670;1526;4631.19;103.72;48;7.5;2024-03-18;INADIMPLENTE
4671;7108;19933.79;571.99;36;3.3;2022-03-18;ATIVO
4672;7634;19921.12;421.46;48;1.55;2021-03-10;QUITADO
4673;7930;44935.91;1893.3;24;1.12;2021-01-11;ATIVO
4674;171;6686.37;597.87;12;7.3;2023-05-17;ATIVO
4675;6892;6359.28;1126.55;6;6.29;2023-01-11;QUITADO
4676;6647;16834.7;357.11;48;1.82;2021-03-19;QUITADO
4677;2830;32317.33;910.54;36;1.43;2024-09-10;ATIVO
4678;5058;3358.23;297.48;12;6.3;2021-02-13;QUITADO
4679;1985;42013.44;3552.59;12;1.47;2022-05-19;QUITADO
4680;3085;19322.21;1097.29;18;2.22;2022-06-27;ATIVO
4681;7703;19590.96;3377.48;6;3.44;2023-06-21;QUITADO
4682;1638;4948.76;291.95;18;6.19;2022-07-18;ATIVO
4683;6324;42871.45;3621.21;12;1.36;2024-10-30;ATIVO
4684;4017;46597.61;7853.25;6;1.12;2021-08-29;ATIVO
4685;4882;19518.99;551.9;36;1.79;2023-01-02;QUITADO
4686;3931;30129.18;1689.74;18;0.95;2021-01-09;ATIVO
4687;6536;3432.43;580.88;6;1.54;2024-09-22;ATIVO
4688;2511;3660.6;630.78;6;3.39;2024-11-19;ATIVO
4689;7525;18732.33;1611.14;12;3.21;2021-04-24;ATIVO
4690;6155;17615.24;374.69;48;2.1;2021-03-08;QUITADO
4691;8564;18290.9;3128.66;6;2.63;2022-12-11;ATIVO
4692;9890;2659.14;116.16;24;4.84;2022-03-22;INADIMPLENTE
4693;6175;3191.87;143.13;24;7.62;2024-05-13;QUITADO
4694;839;14205.81;398.99;36;1.11;2021-11-04;ATIVO
4695;1162;14617.11;310.74;48;2.04;2024-10-24;QUITADO
4696;2769;4447.0;778.0;6;4.97;2023-02-07;ATIVO
4697;9184;11179.9;480.83;24;3.22;2021-10-25;ATIVO
4698;3415;1908.45;56.92;36;7.37;2021-10-10;ATIVO
4699;1299;2558.66;224.86;12;5.46;2024-04-16;ATIVO
4700;2056;48051.01;1348.77;36;1.05;2022-12-05;QUITADO
4701;9605;3217.52;69.93;48;4.33;2023-08-15;INADIMPLENTE
4702;3839;6305.04;186.68;36;6.59;2024-09-16;ATIVO
4703;1673;3024.08;179.36;18;6.76;2024-04-26;ATIVO
4704;2944;902.28;25.99;36;3.68;2021-09-11;QUITADO
4705;1474;14830.69;422.88;36;2.65;2022-11-04;ATIVO
4706;9526;2463.51;73.43;36;7.3;2023-07-18;QUITADO
4707;5785;13828.94;785.79;18;2.28;2021-01-31;ATIVO
4708;9260;15481.93;443.6;36;3.15;2024-02-10;ATIVO
4709;2437;6045.88;131.96;48;4.77;2022-10-29;INADIMPLENTE
4710;1056;4328.16;385.28;12;6.82;2024-09-02;INADIMPLENTE
4711;1056;3554.16;206.63;18;4.65;2021-03-26;QUITADO
4712;2804;2993.27;130.42;24;4.57;2023-04-26;INADIMPLENTE
4713;8842;21250.03;1194.96;18;1.22;2024-05-16;ATIVO
4714;3591;15698.21;1346.12;12;2.9;2023-01-25;QUITADO
4715;7351;4312.28;771.68;6;7.37;2021-05-07;ATIVO
4716;1638;5838.54;128.68;48;5.79;2021-11-09;QUITADO
4717;8925;15743.32;895.53;18;2.39;2023-07-05;QUITADO
4718;5539;3890.19;173.36;24;6.95;2023-10-07;QUITADO
4719;9396;11914.05;1013.09;12;2.04;2023-01-28;ATIVO
4720;5482;5810.3;507.34;12;4.78;2022-03-21;QUITADO
4721;6207;3819.31;217.55;18;2.53;2024-04-16;ATIVO
4722;1329;2362.4;70.32;36;7.16;2023-08-21;ATIVO
4723;9299;627.7;111.18;6;6.27;2024-12-26;QUITADO
4724;8723;7287.74;413.26;18;2.07;2024-05-13;QUITADO
4725;5086;29633.86;1670.86;18;1.49;2024-03-11;QUITADO
4726;9029;3620.41;214.41;18;6.6;2021-08-05;ATIVO
4727;4883;3518.86;75.05;48;2.37;2024-02-29;QUITADO
4728;7272;9013.7;383.76;24;2.18;2021-08-29;QUITADO
4729;3306;7916.26;671.63;12;1.81;2022-12-05;ATIVO
4730;8464;7475.97;335.05;24;7.56;2023-06-02;ATIVO
4731;5601;12857.24;2194.09;6;2.39;2023-02-09;QUITADO
4732;7791;15862.53;1349.64;12;2.1;2023-10-03;ATIVO
4733;8310;10170.83;575.22;18;1.8;2022-02-09;QUITADO
4734;3677;7564.35;450.16;18;7.12;2021-08-20;INADIMPLENTE
4735;1085;2014.69;358.01;6;6.62;2023-10-14;INADIMPLENTE
4736;7530;33663.63;5690.84;6;1.43;2021-04-25;QUITADO
4737;6021;19247.26;1092.6;18;2.18;2024-02-13;QUITADO
4738;9400;2673.43;155.33;18;4.58;2024-06-28;ATIVO
4739;5164;17866.87;1026.65;18;3.43;2023-06-11;QUITADO
4740;1165;19206.17;825.07;24;3.1;2024-02-18;QUITADO
4741;770;5476.71;491.99;12;7.8;2023-02-03;ATIVO
4742;5440;7458.44;332.74;24;7.07;2024-12-03;INADIMPLENTE
4743;7326;39393.04;1665.67;24;1.48;2023-11-09;ATIVO
4744;9191;16587.07;468.17;36;1.61;2022-12-31;ATIVO
4745;7220;2761.42;61.5;48;6.91;2024-04-03;ATIVO
4746;8757;27623.39;580.44;48;0.86;2021-04-15;QUITADO
4747;4985;2509.7;427.03;6;2.09;2023-01-29;ATIVO
4748;4579;13929.36;399.77;36;3.32;2022-10-20;ATIVO
4749;944;1201.17;26.76;48;6.95;2024-03-31;ATIVO
4750;4761;5398.76;230.37;24;2.41;2024-02-13;ATIVO
4751;1616;846.69;24.75;36;5.23;2024-10-28;QUITADO
4752;4986;7027.55;157.89;48;7.84;2024-10-24;ATIVO
4753;4658;10946.73;311.19;36;2.34;2023-11-03;ATIVO
4754;4655;13278.37;2270.38;6;2.59;2021-06-30;QUITADO
4755;5211;8064.31;227.53;36;1.57;2022-02-08;QUITADO
4756;6964;1196.26;70.57;18;6.19;2022-02-24;ATIVO
4757;1003;1713.23;99.25;18;4.28;2021-04-10;ATIVO
4758;7216;5811.22;125.49;48;3.65;2024-10-20;ATIVO
4759;8052;36842.67;1036.81;36;1.31;2023-06-07;ATIVO
4760;5276;4905.77;427.58;12;4.59;2021-01-05;ATIVO
4761;8956;7171.05;212.14;36;6.5;2024-02-22;INADIMPLENTE
4762;846;10856.44;232.44;48;2.77;2021-05-09;ATIVO
4763;2304;5112.04;150.55;36;6.02;2022-09-01;ATIVO
4764;1848;18843.44;534.26;36;2.07;2021-07-23;ATIVO
4765;7466;23549.64;994.29;24;1.33;2023-06-05;ATIVO
4766;81;6107.98;357.38;18;5.32;2021-10-04;QUITADO
4767;195;11329.87;648.19;18;2.98;2023-11-16;ATIVO
4768;1673;1891.96;168.15;12;6.65;2023-04-09;INADIMPLENTE
4769;8547;10133.96;864.51;12;2.37;2023-04-26;QUITADO
4770;2058;43170.24;2422.57;18;1.01;2023-08-07;QUITADO
4771;9444;4688.36;100.41;48;2.8;2021-12-07;QUITADO
4772;7527;4994.53;222.53;24;6.93;2023-04-13;QUITADO
4773;60;31724.75;667.34;48;0.97;2022-11-02;QUITADO
4774;6530;13978.89;398.17;36;2.54;2023-08-30;QUITADO
4775;8609;17240.01;980.67;18;2.39;2024-06-02;ATIVO
4776;7043;2833.25;83.46;36;6.05;2023-07-03;ATIVO
4777;463;18767.99;1055.8;18;1.26;2023-02-26;ATIVO
4778;4689;2129.2;63.39;36;7.17;2024-06-16;ATIVO
4779;7693;5737.11;328.0;18;2.91;2022-11-08;QUITADO
4780;8401;23151.89;488.94;48;1.37;2021-10-23;ATIVO
4781;8660;6303.83;535.25;12;1.89;2024-07-07;ATIVO
4782;7161;6454.45;1131.68;6;5.2;2024-02-12;ATIVO
4783;6398;41234.17;2324.23;18;1.46;2024-04-21;QUITADO
4784;874;8947.69;254.21;36;2.28;2021-05-11;ATIVO
4785;9471;3312.97;95.17;36;3.42;2022-01-08;ATIVO
4786;6282;4824.04;431.27;12;7.28;2022-05-13;INADIMPLENTE
4787;1689;5374.45;119.23;48;6.49;2021-10-07;INADIMPLENTE
4788;2268;11643.51;989.99;12;2.03;2022-01-16;QUITADO
4789;4335;5304.57;456.68;12;3.31;2022-04-17;QUITADO
4790;9483;11601.95;660.47;18;2.47;2021-04-20;ATIVO
4791;8966;5566.17;1001.17;6;7.92;2022-02-22;ATIVO
4792;5007;4189.55;246.3;18;5.82;2024-12-18;QUITADO
4793;8326;28437.2;1602.28;18;1.42;2023-10-13;QUITADO
4794;5132;1977.7;112.62;18;2.5;2022-11-07;INADIMPLENTE
4795;7293;3387.82;197.59;18;4.98;2024-10-15;ATIVO
4796;5976;34816.66;735.07;48;1.34;2024-09-26;QUITADO
4797;6743;7856.73;352.31;24;7.62;2023-10-26;ATIVO
4798;442;5577.51;978.2;6;5.23;2022-12-24;ATIVO
4799;2241;6872.97;601.5;12;5.02;2023-03-22;INADIMPLENTE
4800;5258;10100.57;432.51;24;2.77;2022-06-19;QUITADO
4801;7299;18872.14;1077.6;18;2.78;2022-03-16;QUITADO
4802;9744;7366.16;662.1;12;7.86;2023-08-15;ATIVO
4803;5502;23498.91;1316.33;18;0.83;2023-06-09;QUITADO
4804;5947;7121.08;415.79;18;5.1;2021-12-30;QUITADO
4805;4011;2688.79;464.67;6;3.69;2024-11-03;ATIVO
4806;3549;24938.46;1051.16;24;1.16;2021-07-24;QUITADO
4807;1861;3608.47;310.42;12;3.23;2022-10-30;ATIVO
4808;8579;4808.29;138.73;36;3.87;2023-12-17;QUITADO
4809;9570;18937.07;3225.61;6;2.2;2022-11-28;ATIVO
4810;8597;12919.64;1101.61;12;2.32;2022-04-04;QUITADO
4811;1838;17192.13;975.46;18;2.13;2021-04-12;ATIVO
4812;7753;5194.31;458.61;12;5.95;2022-01-16;INADIMPLENTE
4813;3312;14481.88;415.03;36;3.17;2023-09-02;QUITADO
4814;649;8804.38;757.91;12;3.3;2022-01-17;QUITADO
4815;6498;35222.82;744.08;48;1.4;2021-04-08;ATIVO
4816;3086;1466.43;130.77;12;7.01;2024-01-28;QUITADO
4817;8038;8642.02;183.08;48;1.69;2023-11-02;QUITADO
4818;2133;2470.98;105.77;24;2.73;2021-03-30;QUITADO
4819;4156;1633.26;47.03;36;3.67;2021-06-16;ATIVO
4820;5102;7641.86;163.28;48;2.56;2022-08-29;QUITADO
4821;3196;6249.67;368.42;18;6.11;2024-06-19;INADIMPLENTE
4822;5833;7341.29;628.29;12;2.7;2023-08-27;QUITADO
4823;6723;13108.56;367.08;36;0.81;2024-06-24;ATIVO
4824;4142;19192.09;1091.39;18;2.36;2022-03-18;ATIVO
4825;5966;7850.84;686.43;12;4.92;2021-04-02;ATIVO
4826;7364;17479.59;371.88;48;2.12;2023-09-19;ATIVO
4827;3479;18040.15;385.08;48;2.46;2023-01-21;QUITADO
4828;2821;1762.82;298.94;6;1.75;2021-01-23;ATIVO
4829;4138;1648.57;145.87;12;6.18;2021-08-11;ATIVO
4830;7023;12165.81;691.42;18;2.3;2022-11-26;ATIVO
4831;2793;14052.48;593.48;24;1.36;2021-08-14;ATIVO
4832;8929;3852.58;336.36;12;4.77;2021-03-31;ATIVO
4833;695;2571.01;218.69;12;2.07;2023-06-28;QUITADO
