pagamento_id;emprestimo_id;parcela_num;data_vencimento;data_pagamento;valor_devido;valor_pago;status
45248;2095;48;2026-02-10;2026-02-07;411.64;411.64;PAGO
45249;2096;1;2022-12-10;2022-12-07;617.07;617.07;PAGO
45250;2096;2;2023-01-09;2023-01-08;617.07;617.07;PAGO
45251;2096;3;2023-02-08;2023-02-28;617.07;629.41;ATRASADO
45252;2096;4;2023-03-10;2023-03-08;617.07;617.07;PAGO
45253;2096;5;2023-04-09;2023-04-06;617.07;617.07;PAGO
45254;2096;6;2023-05-09;2023-05-06;617.07;617.07;PAGO
45255;2097;1;2022-10-16;2022-10-13;979.85;979.85;PAGO
45256;2097;2;2022-11-15;2022-11-15;979.85;979.85;PAGO
45257;2097;3;2022-12-15;2022-12-12;979.85;979.85;PAGO
45258;2097;4;2023-01-14;2023-01-14;979.85;979.85;PAGO
45259;2097;5;2023-02-13;2023-02-10;979.85;979.85;PAGO
45260;2097;6;2023-03-15;2023-03-12;979.85;979.85;PAGO
45261;2097;7;2023-04-14;2023-04-13;979.85;979.85;PAGO
45262;2097;8;2023-05-14;2023-05-11;979.85;979.85;PAGO
45263;2097;9;2023-06-13;2023-06-12;979.85;979.85;PAGO
45264;2097;10;2023-07-13;2023-07-13;979.85;979.85;PAGO
45265;2097;11;2023-08-12;2023-08-11;979.85;979.85;PAGO
45266;2097;12;2023-09-11;2023-09-08;979.85;979.85;PAGO
45267;2097;13;2023-10-11;2023-10-10;979.85;979.85;PAGO
45268;2097;14;2023-11-10;2023-11-10;979.85;979.85;PAGO
45269;2097;15;2023-12-10;2023-12-08;979.85;979.85;PAGO
45270;2097;16;2024-01-09;2024-01-09;979.85;979.85;PAGO
45271;2097;17;2024-02-08;2024-02-07;979.85;979.85;PAGO
45272;2097;18;2024-03-09;2024-03-08;979.85;979.85;PAGO
45273;2097;19;2024-04-08;2024-04-05;979.85;979.85;PAGO
45274;2097;20;2024-05-08;2024-05-08;979.85;979.85;PAGO
45275;2097;21;2024-06-07;2024-06-04;979.85;979.85;PAGO
45276;2097;22;2024-07-07;2024-07-06;979.85;979.85;PAGO
45277;2097;23;2024-08-06;2024-08-06;979.85;979.85;PAGO
45278;2097;24;2024-09-05;2024-09-02;979.85;979.85;PAGO
45279;2097;25;2024-10-05;2024-10-05;979.85;979.85;PAGO
45280;2097;26;2024-11-04;2024-11-04;979.85;979.85;PAGO
45281;2097;27;2024-12-04;2024-12-04;979.85;979.85;PAGO
45282;2097;28;2025-01-03;2025-01-02;979.85;979.85;PAGO
45283;2097;29;2025-02-02;2025-02-01;979.85;979.85;PAGO
45284;2097;30;2025-03-04;2025-04-16;979.85;999.45;ATRASADO
45285;2097;31;2025-04-03;2025-03-31;979.85;979.85;PAGO
45286;2097;32;2025-05-03;2025-05-03;979.85;979.85;PAGO
45287;2097;33;2025-06-02;2025-06-01;979.85;979.85;PAGO
45288;2097;34;2025-07-02;2025-07-02;979.85;979.85;PAGO
45289;2097;35;2025-08-01;2025-07-31;979.85;979.85;PAGO
45290;2097;36;2025-08-31;2025-08-29;979.85;979.85;PAGO
45291;2097;37;2025-09-30;2025-09-29;979.85;979.85;PAGO
45292;2097;38;2025-10-30;2025-10-28;979.85;979.85;PAGO
45293;2097;39;2025-11-29;2025-11-27;979.85;979.85;PAGO
45294;2097;40;2025-12-29;2025-12-26;979.85;979.85;PAGO
45295;2097;41;2026-01-28;2026-01-26;979.85;979.85;PAGO
45296;2097;42;2026-02-27;2026-02-24;979.85;979.85;PAGO
45297;2097;43;2026-03-29;2026-03-29;979.85;979.85;PAGO
45298;2097;44;2026-04-28;2026-04-26;979.85;979.85;PAGO
45299;2097;45;2026-05-28;2026-06-17;979.85;999.45;ATRASADO
45300;2097;46;2026-06-27;2026-06-27;979.85;979.85;PAGO
45301;2098;1;2022-05-10;2022-05-09;1706.54;1706.54;PAGO
45302;2098;2;2022-06-09;2022-06-08;1706.54;1706.54;PAGO
45303;2098;3;2022-07-09;2022-07-07;1706.54;1706.54;PAGO
45304;2098;4;2022-08-08;2022-08-05;1706.54;1706.54;PAGO
45305;2098;5;2022-09-07;2022-09-05;1706.54;1706.54;PAGO
45306;2098;6;2022-10-07;2022-10-07;1706.54;1706.54;PAGO
45307;2098;7;2022-11-06;2022-11-06;1706.54;1706.54;PAGO
45308;2098;8;2022-12-06;2022-12-06;1706.54;1706.54;PAGO
45309;2098;9;2023-01-05;2023-01-02;1706.54;1706.54;PAGO
45310;2098;10;2023-02-04;2023-02-01;1706.54;1706.54;PAGO
45311;2098;11;2023-03-06;2023-03-05;1706.54;1706.54;PAGO
45312;2098;12;2023-04-05;2023-04-02;1706.54;1706.54;PAGO
45313;2099;1;2023-03-05;2023-03-03;190.72;190.72;PAGO
45314;2099;2;2023-04-04;2023-04-03;190.72;190.72;PAGO
45315;2099;3;2023-05-04;2023-05-04;190.72;190.72;PAGO
45316;2099;4;2023-06-03;2023-06-01;190.72;190.72;PAGO
45317;2099;5;2023-07-03;2023-07-03;190.72;190.72;PAGO
45318;2099;6;2023-08-02;2023-07-30;190.72;190.72;PAGO
45319;2099;7;2023-09-01;2023-08-31;190.72;190.72;PAGO
45320;2099;8;2023-10-01;2023-10-01;190.72;190.72;PAGO
45321;2099;9;2023-10-31;2023-10-31;190.72;190.72;PAGO
45322;2099;10;2023-11-30;2023-11-28;190.72;190.72;PAGO
45323;2099;11;2023-12-30;2023-12-28;190.72;190.72;PAGO
45324;2099;12;2024-01-29;2024-01-27;190.72;190.72;PAGO
45325;2099;13;2024-02-28;2024-02-25;190.72;190.72;PAGO
45326;2099;14;2024-03-29;2024-03-27;190.72;190.72;PAGO
45327;2099;15;2024-04-28;2024-04-28;190.72;190.72;PAGO
45328;2099;16;2024-05-28;2024-05-25;190.72;190.72;PAGO
45329;2099;17;2024-06-27;2024-06-27;190.72;190.72;PAGO
45330;2099;18;2024-07-27;2024-07-27;190.72;190.72;PAGO
45331;2099;19;2024-08-26;2024-08-23;190.72;190.72;PAGO
45332;2099;20;2024-09-25;2024-12-07;190.72;194.53;ATRASADO
45333;2099;21;2024-10-25;2024-10-24;190.72;190.72;PAGO
45334;2099;22;2024-11-24;2024-11-24;190.72;190.72;PAGO
45335;2099;23;2024-12-24;2024-12-24;190.72;190.72;PAGO
45336;2099;24;2025-01-23;2025-01-21;190.72;190.72;PAGO
45337;2099;25;2025-02-22;2025-02-22;190.72;190.72;PAGO
45338;2099;26;2025-03-24;2025-03-21;190.72;190.72;PAGO
45339;2099;27;2025-04-23;2025-04-22;190.72;190.72;PAGO
45340;2099;28;2025-05-23;2025-05-20;190.72;190.72;PAGO
45341;2099;29;2025-06-22;2025-06-22;190.72;190.72;PAGO
45342;2099;30;2025-07-22;2025-07-21;190.72;190.72;PAGO
45343;2099;31;2025-08-21;2025-08-19;190.72;190.72;PAGO
45344;2099;32;2025-09-20;2025-09-17;190.72;190.72;PAGO
45345;2099;33;2025-10-20;2025-10-19;190.72;190.72;PAGO
45346;2099;34;2025-11-19;2026-02-17;190.72;194.53;ATRASADO
45347;2099;35;2025-12-19;2025-12-16;190.72;190.72;PAGO
45348;2099;36;2026-01-18;2026-01-17;190.72;190.72;PAGO
45349;2099;37;2026-02-17;2026-02-17;190.72;190.72;PAGO
45350;2099;38;2026-03-19;2026-03-19;190.72;190.72;PAGO
45351;2099;39;2026-04-18;2026-04-17;190.72;190.72;PAGO
45352;2099;40;2026-05-18;2026-05-18;190.72;190.72;PAGO
45353;2099;41;2026-06-17;2026-08-24;190.72;194.53;ATRASADO
45354;2100;1;2022-07-05;2022-07-04;160.77;160.77;PAGO
45355;2100;2;2022-08-04;2022-08-02;160.77;160.77;PAGO
45356;2100;3;2022-09-03;2022-09-01;160.77;160.77;PAGO
45357;2100;4;2022-10-03;2022-10-03;160.77;160.77;PAGO
45358;2100;5;2022-11-02;2022-11-02;160.77;160.77;PAGO
45359;2100;6;2022-12-02;2022-11-30;160.77;160.77;PAGO
45360;2100;7;2023-01-01;2022-12-31;160.77;160.77;PAGO
45361;2100;8;2023-01-31;2023-01-31;160.77;160.77;PAGO
45362;2100;9;2023-03-02;2023-02-28;160.77;160.77;PAGO
45363;2100;10;2023-04-01;2023-03-30;160.77;160.77;PAGO
45364;2100;11;2023-05-01;2023-04-29;160.77;160.77;PAGO
45365;2100;12;2023-05-31;2023-05-28;160.77;160.77;PAGO
45366;2100;13;2023-06-30;2023-08-27;160.77;163.99;ATRASADO
45367;2100;14;2023-07-30;2023-07-28;160.77;160.77;PAGO
45368;2100;15;2023-08-29;2023-10-18;160.77;163.99;ATRASADO
45369;2100;16;2023-09-28;2023-09-27;160.77;160.77;PAGO
45370;2100;17;2023-10-28;2023-10-28;160.77;160.77;PAGO
45371;2100;18;2023-11-27;2023-11-26;160.77;160.77;PAGO
45372;2100;19;2023-12-27;2023-12-25;160.77;160.77;PAGO
45373;2100;20;2024-01-26;2024-01-23;160.77;160.77;PAGO
45374;2100;21;2024-02-25;2024-02-24;160.77;160.77;PAGO
45375;2100;22;2024-03-26;2024-03-25;160.77;160.77;PAGO
45376;2100;23;2024-04-25;2024-04-24;160.77;160.77;PAGO
45377;2100;24;2024-05-25;2024-05-22;160.77;160.77;PAGO
45378;2100;25;2024-06-24;2024-06-23;160.77;160.77;PAGO
45379;2100;26;2024-07-24;2024-07-21;160.77;160.77;PAGO
45380;2100;27;2024-08-23;2024-08-20;160.77;160.77;PAGO
45381;2100;28;2024-09-22;2024-10-18;160.77;163.99;ATRASADO
45382;2100;29;2024-10-22;2024-10-19;160.77;160.77;PAGO
45383;2100;30;2024-11-21;2024-11-21;160.77;160.77;PAGO
45384;2100;31;2024-12-21;2024-12-21;160.77;160.77;PAGO
45385;2100;32;2025-01-20;2025-01-17;160.77;160.77;PAGO
45386;2100;33;2025-02-19;2025-02-16;160.77;160.77;PAGO
45387;2100;34;2025-03-21;2025-03-20;160.77;160.77;PAGO
45388;2100;35;2025-04-20;2025-04-20;160.77;160.77;PAGO
45389;2100;36;2025-05-20;2025-05-17;160.77;160.77;PAGO
45390;2100;37;2025-06-19;2025-06-26;160.77;163.99;ATRASADO
45391;2100;38;2025-07-19;2025-07-18;160.77;160.77;PAGO
45392;2100;39;2025-08-18;2025-08-17;160.77;160.77;PAGO
45393;2100;40;2025-09-17;2025-09-16;160.77;160.77;PAGO
45394;2100;41;2025-10-17;2025-10-16;160.77;160.77;PAGO
45395;2100;42;2025-11-16;2025-11-16;160.77;160.77;PAGO
45396;2100;43;2025-12-16;2025-12-16;160.77;160.77;PAGO
45397;2100;44;2026-01-15;2026-01-14;160.77;160.77;PAGO
45398;2100;45;2026-02-14;2026-02-14;160.77;160.77;PAGO
45399;2100;46;2026-03-16;2026-03-14;160.77;160.77;PAGO
45400;2100;47;2026-04-15;2026-06-01;160.77;163.99;ATRASADO
45401;2100;48;2026-05-15;2026-05-12;160.77;160.77;PAGO
45402;2101;1;2021-03-21;2021-03-20;1316.96;1316.96;PAGO
45403;2101;2;2021-04-20;2021-04-18;1316.96;1316.96;PAGO
45404;2101;3;2021-05-20;2021-05-18;1316.96;1316.96;PAGO
45405;2101;4;2021-06-19;2021-06-17;1316.96;1316.96;PAGO
45406;2101;5;2021-07-19;2021-07-17;1316.96;1316.96;PAGO
45407;2101;6;2021-08-18;2021-08-17;1316.96;1316.96;PAGO
45408;2101;7;2021-09-17;2021-09-16;1316.96;1316.96;PAGO
45409;2101;8;2021-10-17;2021-10-17;1316.96;1316.96;PAGO
45410;2101;9;2021-11-16;2021-11-13;1316.96;1316.96;PAGO
45411;2101;10;2021-12-16;2021-12-13;1316.96;1316.96;PAGO
45412;2101;11;2022-01-15;2022-01-12;1316.96;1316.96;PAGO
45413;2101;12;2022-02-14;2022-03-13;1316.96;1343.3;ATRASADO
45414;2101;13;2022-03-16;2022-03-15;1316.96;1316.96;PAGO
45415;2101;14;2022-04-15;2022-04-12;1316.96;1316.96;PAGO
45416;2101;15;2022-05-15;2022-05-15;1316.96;1316.96;PAGO
45417;2101;16;2022-06-14;2022-06-12;1316.96;1316.96;PAGO
45418;2101;17;2022-07-14;2022-07-13;1316.96;1316.96;PAGO
45419;2101;18;2022-08-13;2022-08-12;1316.96;1316.96;PAGO
45420;2101;19;2022-09-12;2022-10-13;1316.96;1343.3;ATRASADO
45421;2101;20;2022-10-12;2022-10-12;1316.96;1316.96;PAGO
45422;2101;21;2022-11-11;2022-11-09;1316.96;1316.96;PAGO
45423;2101;22;2022-12-11;2023-01-28;1316.96;1343.3;ATRASADO
45424;2101;23;2023-01-10;2023-01-08;1316.96;1316.96;PAGO
45425;2101;24;2023-02-09;2023-02-07;1316.96;1316.96;PAGO
45426;2102;1;2022-09-20;2022-09-19;2591.02;2591.02;PAGO
45427;2102;2;2022-10-20;2022-10-18;2591.02;2591.02;PAGO
45428;2102;3;2022-11-19;2022-11-17;2591.02;2591.02;PAGO
45429;2102;4;2022-12-19;2023-01-06;2591.02;2642.84;ATRASADO
45430;2102;5;2023-01-18;2023-01-16;2591.02;2591.02;PAGO
45431;2102;6;2023-02-17;2023-02-15;2591.02;2591.02;PAGO
45432;2102;7;2023-03-19;2023-03-17;2591.02;2591.02;PAGO
45433;2102;8;2023-04-18;2023-04-16;2591.02;2591.02;PAGO
45434;2102;9;2023-05-18;2023-05-17;2591.02;2591.02;PAGO
45435;2102;10;2023-06-17;2023-06-15;2591.02;2591.02;PAGO
45436;2102;11;2023-07-17;2023-07-15;2591.02;2591.02;PAGO
45437;2102;12;2023-08-16;2023-08-16;2591.02;2591.02;PAGO
45438;2102;13;2023-09-15;2023-09-15;2591.02;2591.02;PAGO
45439;2102;14;2023-10-15;2023-12-06;2591.02;2642.84;ATRASADO
45440;2102;15;2023-11-14;2023-11-14;2591.02;2591.02;PAGO
45441;2102;16;2023-12-14;2023-12-11;2591.02;2591.02;PAGO
45442;2102;17;2024-01-13;2024-01-10;2591.02;2591.02;PAGO
45443;2102;18;2024-02-12;2024-02-10;2591.02;2591.02;PAGO
45444;2103;1;2022-07-06;2022-07-03;910.03;910.03;PAGO
45445;2103;2;2022-08-05;2022-08-05;910.03;910.03;PAGO
45446;2103;3;2022-09-04;2022-09-03;910.03;910.03;PAGO
45447;2103;4;2022-10-04;2022-10-02;910.03;910.03;PAGO
45448;2103;5;2022-11-03;2022-11-02;910.03;910.03;PAGO
45449;2103;6;2022-12-03;2022-11-30;910.03;910.03;PAGO
45450;2103;7;2023-01-02;2023-01-02;910.03;910.03;PAGO
45451;2103;8;2023-02-01;2023-01-29;910.03;910.03;PAGO
45452;2103;9;2023-03-03;2023-02-28;910.03;910.03;PAGO
45453;2103;10;2023-04-02;2023-04-02;910.03;910.03;PAGO
45454;2103;11;2023-05-02;2023-05-25;910.03;928.23;ATRASADO
45455;2103;12;2023-06-01;2023-05-31;910.03;910.03;PAGO
45456;2103;13;2023-07-01;2023-08-03;910.03;928.23;ATRASADO
45457;2103;14;2023-07-31;2023-07-30;910.03;910.03;PAGO
45458;2103;15;2023-08-30;2023-08-29;910.03;910.03;PAGO
45459;2103;16;2023-09-29;2023-09-29;910.03;910.03;PAGO
45460;2103;17;2023-10-29;2023-10-26;910.03;910.03;PAGO
45461;2103;18;2023-11-28;2023-11-28;910.03;910.03;PAGO
45462;2103;19;2023-12-28;2023-12-26;910.03;910.03;PAGO
45463;2103;20;2024-01-27;2024-01-24;910.03;910.03;PAGO
45464;2103;21;2024-02-26;2024-02-25;910.03;910.03;PAGO
45465;2103;22;2024-03-27;2024-03-28;910.03;928.23;ATRASADO
45466;2103;23;2024-04-26;2024-04-24;910.03;910.03;PAGO
45467;2103;24;2024-05-26;2024-05-25;910.03;910.03;PAGO
45468;2103;25;2024-06-25;2024-06-23;910.03;910.03;PAGO
45469;2103;26;2024-07-25;2024-07-24;910.03;910.03;PAGO
45470;2103;27;2024-08-24;2024-08-22;910.03;910.03;PAGO
45471;2103;28;2024-09-23;2024-09-21;910.03;910.03;PAGO
45472;2103;29;2024-10-23;2024-10-22;910.03;910.03;PAGO
45473;2103;30;2024-11-22;2024-11-20;910.03;910.03;PAGO
45474;2103;31;2024-12-22;2024-12-20;910.03;910.03;PAGO
45475;2103;32;2025-01-21;2025-01-18;910.03;910.03;PAGO
45476;2103;33;2025-02-20;2025-02-18;910.03;910.03;PAGO
45477;2103;34;2025-03-22;2025-03-19;910.03;910.03;PAGO
45478;2103;35;2025-04-21;2025-04-20;910.03;910.03;PAGO
45479;2103;36;2025-05-21;2025-05-18;910.03;910.03;PAGO
45480;2103;37;2025-06-20;2025-06-18;910.03;910.03;PAGO
45481;2103;38;2025-07-20;2025-07-17;910.03;910.03;PAGO
45482;2103;39;2025-08-19;2025-08-19;910.03;910.03;PAGO
45483;2103;40;2025-09-18;2025-09-15;910.03;910.03;PAGO
45484;2103;41;2025-10-18;2025-10-16;910.03;910.03;PAGO
45485;2103;42;2025-11-17;2025-11-14;910.03;910.03;PAGO
45486;2103;43;2025-12-17;2025-12-16;910.03;910.03;PAGO
45487;2103;44;2026-01-16;2026-01-14;910.03;910.03;PAGO
45488;2103;45;2026-02-15;2026-02-13;910.03;910.03;PAGO
45489;2103;46;2026-03-17;2026-03-15;910.03;910.03;PAGO
45490;2103;47;2026-04-16;2026-04-14;910.03;910.03;PAGO
45491;2103;48;2026-05-16;2026-05-14;910.03;910.03;PAGO
45492;2104;1;2024-08-17;2024-08-14;841.88;841.88;PAGO
45493;2104;2;2024-09-16;2024-09-16;841.88;841.88;PAGO
45494;2104;3;2024-10-16;2024-10-15;841.88;841.88;PAGO
45495;2104;4;2024-11-15;2024-11-13;841.88;841.88;PAGO
45496;2104;5;2024-12-15;2024-12-13;841.88;841.88;PAGO
45497;2104;6;2025-01-14;2025-01-14;841.88;841.88;PAGO
45498;2104;7;2025-02-13;2025-02-13;841.88;841.88;PAGO
45499;2104;8;2025-03-15;2025-03-13;841.88;841.88;PAGO
45500;2104;9;2025-04-14;2025-04-13;841.88;841.88;PAGO
45501;2104;10;2025-05-14;2025-05-12;841.88;841.88;PAGO
45502;2104;11;2025-06-13;2025-06-12;841.88;841.88;PAGO
45503;2104;12;2025-07-13;2025-07-11;841.88;841.88;PAGO
45504;2104;13;2025-08-12;2025-08-11;841.88;841.88;PAGO
45505;2104;14;2025-09-11;2025-09-08;841.88;841.88;PAGO
45506;2104;15;2025-10-11;2025-10-09;841.88;841.88;PAGO
45507;2104;16;2025-11-10;2025-11-09;841.88;841.88;PAGO
45508;2104;17;2025-12-10;2025-12-10;841.88;841.88;PAGO
45509;2104;18;2026-01-09;2026-01-08;841.88;841.88;PAGO
45510;2105;1;2021-07-18;2021-07-17;242.71;242.71;PAGO
45511;2105;2;2021-08-17;2021-08-17;242.71;242.71;PAGO
45512;2105;3;2021-09-16;2021-09-16;242.71;242.71;PAGO
45513;2105;4;2021-10-16;2021-10-15;242.71;242.71;PAGO
45514;2105;5;2021-11-15;2021-11-13;242.71;242.71;PAGO
45515;2105;6;2021-12-15;2021-12-15;242.71;242.71;PAGO
45516;2105;7;2022-01-14;2022-01-12;242.71;242.71;PAGO
45517;2105;8;2022-02-13;2022-02-11;242.71;242.71;PAGO
45518;2105;9;2022-03-15;2022-03-15;242.71;242.71;PAGO
45519;2105;10;2022-04-14;2022-04-14;242.71;242.71;PAGO
45520;2105;11;2022-05-14;2022-05-12;242.71;242.71;PAGO
45521;2105;12;2022-06-13;2022-06-13;242.71;242.71;PAGO
45522;2105;13;2022-07-13;2022-07-13;242.71;242.71;PAGO
45523;2105;14;2022-08-12;2022-08-12;242.71;242.71;PAGO
45524;2105;15;2022-09-11;2022-09-08;242.71;242.71;PAGO
45525;2105;16;2022-10-11;2022-10-09;242.71;242.71;PAGO
45526;2105;17;2022-11-10;2022-11-07;242.71;242.71;PAGO
45527;2105;18;2022-12-10;2022-12-10;242.71;242.71;PAGO
45528;2105;19;2023-01-09;2023-01-08;242.71;242.71;PAGO
45529;2105;20;2023-02-08;2023-02-08;242.71;242.71;PAGO
45530;2105;21;2023-03-10;2023-03-10;242.71;242.71;PAGO
45531;2105;22;2023-04-09;2023-04-08;242.71;242.71;PAGO
45532;2105;23;2023-05-09;2023-05-06;242.71;242.71;PAGO
45533;2105;24;2023-06-08;2023-06-08;242.71;242.71;PAGO
45534;2105;25;2023-07-08;2023-07-06;242.71;242.71;PAGO
45535;2105;26;2023-08-07;2023-08-07;242.71;242.71;PAGO
45536;2105;27;2023-09-06;2023-09-04;242.71;242.71;PAGO
45537;2105;28;2023-10-06;2023-10-03;242.71;242.71;PAGO
45538;2105;29;2023-11-05;2023-11-04;242.71;242.71;PAGO
45539;2105;30;2023-12-05;2023-12-04;242.71;242.71;PAGO
45540;2105;31;2024-01-04;2024-01-01;242.71;242.71;PAGO
45541;2105;32;2024-02-03;2024-02-02;242.71;242.71;PAGO
45542;2105;33;2024-03-04;2024-03-01;242.71;242.71;PAGO
45543;2105;34;2024-04-03;2024-04-03;242.71;242.71;PAGO
45544;2105;35;2024-05-03;2024-05-03;242.71;242.71;PAGO
45545;2105;36;2024-06-02;2024-06-01;242.71;242.71;PAGO
45546;2105;37;2024-07-02;2024-07-02;242.71;242.71;PAGO
45547;2105;38;2024-08-01;2024-10-15;242.71;247.56;ATRASADO
45548;2105;39;2024-08-31;2024-08-31;242.71;242.71;PAGO
45549;2105;40;2024-09-30;2024-09-29;242.71;242.71;PAGO
45550;2105;41;2024-10-30;2024-10-27;242.71;242.71;PAGO
45551;2105;42;2024-11-29;2024-11-28;242.71;242.71;PAGO
45552;2105;43;2024-12-29;2024-12-28;242.71;242.71;PAGO
45553;2105;44;2025-01-28;2025-01-28;242.71;242.71;PAGO
45554;2105;45;2025-02-27;2025-02-24;242.71;242.71;PAGO
45555;2105;46;2025-03-29;2025-03-27;242.71;242.71;PAGO
45556;2105;47;2025-04-28;2025-04-26;242.71;242.71;PAGO
45557;2105;48;2025-05-28;2025-05-27;242.71;242.71;PAGO
45558;2106;1;2024-07-02;2024-06-30;93.14;93.14;PAGO
45559;2106;2;2024-08-01;2024-08-01;93.14;93.14;PAGO
45560;2106;3;2024-08-31;2024-10-12;93.14;95.0;ATRASADO
45561;2106;4;2024-09-30;2024-09-30;93.14;93.14;PAGO
45562;2106;5;2024-10-30;2024-10-30;93.14;93.14;PAGO
45563;2106;6;2024-11-29;2025-02-21;93.14;95.0;ATRASADO
45564;2106;7;2024-12-29;2024-12-26;93.14;93.14;PAGO
45565;2106;8;2025-01-28;2025-02-25;93.14;95.0;ATRASADO
45566;2106;9;2025-02-27;2025-02-25;93.14;93.14;PAGO
45567;2106;10;2025-03-29;2025-03-26;93.14;93.14;PAGO
45568;2106;11;2025-04-28;2025-04-27;93.14;93.14;PAGO
45569;2106;12;2025-05-28;2025-05-28;93.14;93.14;PAGO
45570;2106;13;2025-06-27;2025-06-27;93.14;93.14;PAGO
45571;2106;14;2025-07-27;2025-07-24;93.14;93.14;PAGO
45572;2106;15;2025-08-26;2025-08-25;93.14;93.14;PAGO
45573;2106;16;2025-09-25;2025-09-24;93.14;93.14;PAGO
45574;2106;17;2025-10-25;2025-12-05;93.14;95.0;ATRASADO
45575;2106;18;2025-11-24;2025-11-22;93.14;93.14;PAGO
45576;2106;19;2025-12-24;2025-12-21;93.14;93.14;PAGO
45577;2106;20;2026-01-23;2026-01-21;93.14;93.14;PAGO
45578;2106;21;2026-02-22;2026-02-19;93.14;93.14;PAGO
45579;2106;22;2026-03-24;2026-03-24;93.14;93.14;PAGO
45580;2106;23;2026-04-23;2026-04-21;93.14;93.14;PAGO
45581;2106;24;2026-05-23;2026-05-21;93.14;93.14;PAGO
45582;2106;25;2026-06-22;2026-06-22;93.14;93.14;PAGO
45583;2107;1;2022-12-21;2022-12-21;169.43;169.43;PAGO
45584;2107;2;2023-01-20;2023-01-19;169.43;169.43;PAGO
45585;2107;3;2023-02-19;2023-02-16;169.43;169.43;PAGO
45586;2107;4;2023-03-21;2023-03-18;169.43;169.43;PAGO
45587;2107;5;2023-04-20;2023-04-18;169.43;169.43;PAGO
45588;2107;6;2023-05-20;2023-05-20;169.43;169.43;PAGO
45589;2108;1;2021-07-07;2021-07-04;344.33;344.33;PAGO
45590;2108;2;2021-08-06;2021-08-06;344.33;344.33;PAGO
45591;2108;3;2021-09-05;2021-09-04;344.33;344.33;PAGO
45592;2108;4;2021-10-05;2021-10-05;344.33;344.33;PAGO
45593;2108;5;2021-11-04;2021-11-03;344.33;344.33;PAGO
45594;2108;6;2021-12-04;2021-12-02;344.33;344.33;PAGO
45595;2108;7;2022-01-03;2022-01-01;344.33;344.33;PAGO
45596;2108;8;2022-02-02;2022-01-31;344.33;344.33;PAGO
45597;2108;9;2022-03-04;2022-03-02;344.33;344.33;PAGO
45598;2108;10;2022-04-03;2022-04-02;344.33;344.33;PAGO
45599;2108;11;2022-05-03;2022-07-29;344.33;351.22;ATRASADO
45600;2108;12;2022-06-02;2022-06-02;344.33;344.33;PAGO
45601;2109;1;2024-03-06;2024-03-06;79.37;79.37;PAGO
45602;2109;2;2024-04-05;2024-04-02;79.37;79.37;PAGO
45603;2109;3;2024-05-05;2024-05-04;79.37;79.37;PAGO
45604;2109;4;2024-06-04;2024-06-02;79.37;79.37;PAGO
45605;2109;5;2024-07-04;2024-07-01;79.37;79.37;PAGO
45606;2109;6;2024-08-03;2024-09-05;79.37;80.96;ATRASADO
45607;2109;7;2024-09-02;2024-08-31;79.37;79.37;PAGO
45608;2109;8;2024-10-02;2024-10-02;79.37;79.37;PAGO
45609;2109;9;2024-11-01;2024-10-30;79.37;79.37;PAGO
45610;2109;10;2024-12-01;2024-11-30;79.37;79.37;PAGO
45611;2109;11;2024-12-31;2024-12-31;79.37;79.37;PAGO
45612;2109;12;2025-01-30;2025-01-30;79.37;79.37;PAGO
45613;2109;13;2025-03-01;2025-02-26;79.37;79.37;PAGO
45614;2109;14;2025-03-31;2025-03-31;79.37;79.37;PAGO
45615;2109;15;2025-04-30;2025-04-30;79.37;79.37;PAGO
45616;2109;16;2025-05-30;2025-05-29;79.37;79.37;PAGO
45617;2109;17;2025-06-29;2025-06-26;79.37;79.37;PAGO
45618;2109;18;2025-07-29;2025-07-26;79.37;79.37;PAGO
45619;2109;19;2025-08-28;2025-08-27;79.37;79.37;PAGO
45620;2109;20;2025-09-27;2025-09-27;79.37;79.37;PAGO
45621;2109;21;2025-10-27;2025-10-25;79.37;79.37;PAGO
45622;2109;22;2025-11-26;2025-11-26;79.37;79.37;PAGO
45623;2109;23;2025-12-26;2026-02-13;79.37;80.96;ATRASADO
45624;2109;24;2026-01-25;2026-01-22;79.37;79.37;PAGO
45625;2109;25;2026-02-24;2026-02-24;79.37;79.37;PAGO
45626;2109;26;2026-03-26;2026-03-24;79.37;79.37;PAGO
45627;2109;27;2026-04-25;2026-04-23;79.37;79.37;PAGO
45628;2109;28;2026-05-25;2026-05-22;79.37;79.37;PAGO
45629;2109;29;2026-06-24;2026-06-22;79.37;79.37;PAGO
45630;2110;1;2021-08-21;2021-08-20;389.67;389.67;PAGO
45631;2110;2;2021-09-20;2021-09-20;389.67;389.67;PAGO
45632;2110;3;2021-10-20;2021-10-20;389.67;389.67;PAGO
45633;2110;4;2021-11-19;2021-11-17;389.67;389.67;PAGO
45634;2110;5;2021-12-19;2021-12-19;389.67;389.67;PAGO
45635;2110;6;2022-01-18;2022-01-15;389.67;389.67;PAGO
45636;2110;7;2022-02-17;2022-02-16;389.67;389.67;PAGO
45637;2110;8;2022-03-19;2022-03-19;389.67;389.67;PAGO
45638;2110;9;2022-04-18;2022-04-15;389.67;389.67;PAGO
45639;2110;10;2022-05-18;2022-05-16;389.67;389.67;PAGO
45640;2110;11;2022-06-17;2022-06-17;389.67;389.67;PAGO
