evento_id;cliente_id;emprestimo_id;tipo_evento;data_evento;valor_em_risco
1092;4180;3632;ATRASO_30;2024-10-11;1650.75
1093;4180;3632;ATRASO_90;2024-12-10;990.45
1094;4180;3632;CALOTE;2025-01-09;660.3
1095;3790;3633;ATRASO_60;2021-09-07;3720.45
1096;3790;3633;ATRASO_90;2021-10-07;2790.34
1097;6645;3635;ATRASO_30;2024-07-01;6432.73
1098;6645;3635;CALOTE;2024-09-29;2573.09
1099;4309;3652;ATRASO_60;2024-11-27;881.22
1100;4309;3652;CALOTE;2025-01-26;440.61
1101;7991;3663;ATRASO_60;2023-10-12;1149.22
1102;7991;3663;ATRASO_90;2023-11-11;861.91
1103;7991;3663;CALOTE;2023-12-11;574.61
1104;3768;3670;ATRASO_90;2022-02-13;3530.03
1105;3768;3670;CALOTE;2022-03-15;2353.35
1106;8679;3672;ATRASO_60;2024-01-03;4045.3
1107;9908;3674;ATRASO_60;2022-09-13;5485.7
1108;9908;3674;ATRASO_90;2022-10-13;4114.28
1109;9908;3674;CALOTE;2022-11-12;2742.85
1110;248;3683;ATRASO_30;2024-08-12;28410.63
1111;248;3683;ATRASO_60;2024-09-11;22728.5
1112;248;3683;ATRASO_90;2024-10-11;17046.38
1113;4539;3709;CALOTE;2021-07-02;681.1
1114;2980;3715;ATRASO_30;2024-01-04;4037.77
1115;2980;3715;ATRASO_90;2024-03-04;2422.66
1116;2980;3715;CALOTE;2024-04-03;1615.11
1117;2797;3741;ATRASO_30;2024-05-03;3769.21
1118;2797;3741;ATRASO_90;2024-07-02;2261.53
1119;2809;3742;ATRASO_30;2022-09-11;729.71
1120;2809;3742;ATRASO_60;2022-10-11;583.77
1121;2809;3742;CALOTE;2022-12-10;291.88
1122;974;3751;ATRASO_30;2021-12-30;14264.49
1123;974;3751;ATRASO_60;2022-01-29;11411.59
1124;6466;3753;ATRASO_30;2023-08-22;6780.9
1125;6466;3753;ATRASO_60;2023-09-21;5424.72
1126;6466;3753;ATRASO_90;2023-10-21;4068.54
1127;6466;3753;CALOTE;2023-11-20;2712.36
1128;5929;3755;ATRASO_30;2025-01-30;6051.28
1129;5929;3755;ATRASO_60;2025-03-01;4841.02
1130;5929;3755;ATRASO_90;2025-03-31;3630.77
1131;5929;3755;CALOTE;2025-04-30;2420.51
1132;8438;3772;ATRASO_30;2022-02-20;1161.97
1133;8438;3772;ATRASO_60;2022-03-22;929.58
1134;8438;3772;ATRASO_90;2022-04-21;697.18
1135;8438;3772;CALOTE;2022-05-21;464.79
1136;2861;3779;ATRASO_90;2022-04-07;3266.84
1137;2861;3779;CALOTE;2022-05-07;2177.89
1138;7121;3820;ATRASO_30;2021-02-05;691.55
1139;7121;3820;ATRASO_60;2021-03-07;553.24
1140;7121;3820;ATRASO_90;2021-04-06;414.93
1141;4929;3826;ATRASO_60;2024-12-30;4989.87
1142;2626;3844;ATRASO_30;2021-03-26;5421.61
1143;2626;3844;ATRASO_90;2021-05-25;3252.97
1144;1871;3863;ATRASO_30;2021-04-08;2396.39
1145;1871;3863;ATRASO_60;2021-05-08;1917.11
1146;1871;3863;ATRASO_90;2021-06-07;1437.83
1147;5048;3888;ATRASO_30;2025-01-01;9388.86
1148;8185;3889;ATRASO_60;2023-10-16;2899.45
1149;8185;3889;ATRASO_90;2023-11-15;2174.59
1150;1526;3905;ATRASO_30;2021-03-08;2525.43
1151;1526;3905;ATRASO_60;2021-04-07;2020.34
1152;1526;3905;ATRASO_90;2021-05-07;1515.26
1153;1526;3905;CALOTE;2021-06-06;1010.17
1154;6223;3906;ATRASO_30;2024-03-15;5029.48
1155;6223;3906;CALOTE;2024-06-13;2011.79
1156;9114;3938;ATRASO_60;2021-03-11;4861.26
1157;9114;3938;ATRASO_90;2021-04-10;3645.94
1158;877;3968;ATRASO_90;2025-01-27;2764.39
1159;877;3968;CALOTE;2025-02-26;1842.93
1160;5805;3977;ATRASO_60;2022-06-27;4950.95
1161;5805;3977;ATRASO_90;2022-07-27;3713.21
1162;5805;3977;CALOTE;2022-08-26;2475.48
1163;5756;3980;ATRASO_90;2025-02-14;10751.94
1164;5756;3980;CALOTE;2025-03-16;7167.96
1165;4952;4001;ATRASO_30;2023-06-02;6484.6
1166;4952;4001;ATRASO_60;2023-07-02;5187.68
1167;4952;4001;CALOTE;2023-08-31;2593.84
1168;4865;4017;CALOTE;2023-10-03;2953.89
1169;687;4026;ATRASO_30;2024-08-29;6679.09
1170;687;4026;CALOTE;2024-11-27;2671.64
1171;338;4028;ATRASO_30;2022-01-21;2320.38
1172;338;4028;ATRASO_60;2022-02-20;1856.3
1173;338;4028;ATRASO_90;2022-03-22;1392.23
1174;9004;4030;ATRASO_30;2022-07-06;6253.28
1175;9004;4030;ATRASO_60;2022-08-05;5002.62
1176;9004;4030;CALOTE;2022-10-04;2501.31
1177;1721;4033;ATRASO_30;2022-01-14;13084.54
1178;1721;4033;ATRASO_60;2022-02-13;10467.63
1179;1721;4033;ATRASO_90;2022-03-15;7850.72
1180;811;4036;ATRASO_30;2023-01-01;19448.21
1181;811;4036;ATRASO_60;2023-01-31;15558.57
1182;811;4036;ATRASO_90;2023-03-02;11668.93
1183;7570;4051;ATRASO_60;2022-07-04;13705.02
1184;7570;4051;ATRASO_90;2022-08-03;10278.77
1185;7570;4051;CALOTE;2022-09-02;6852.51
1186;5149;4056;ATRASO_30;2022-05-07;7580.41
1187;5149;4056;ATRASO_90;2022-07-06;4548.25
1188;5149;4056;CALOTE;2022-08-05;3032.16
1189;6262;4058;ATRASO_30;2023-11-18;2309.93
1190;6262;4058;ATRASO_60;2023-12-18;1847.94
1191;6262;4058;ATRASO_90;2024-01-17;1385.96
1192;6262;4058;CALOTE;2024-02-16;923.97
1193;6205;4065;ATRASO_30;2023-09-01;4182.52
1194;6205;4065;ATRASO_60;2023-10-01;3346.02
1195;6205;4065;CALOTE;2023-11-30;1673.01
1196;99;4072;ATRASO_30;2021-07-19;4723.59
1197;99;4072;ATRASO_60;2021-08-18;3778.87
1198;99;4072;ATRASO_90;2021-09-17;2834.15
1199;99;4072;CALOTE;2021-10-17;1889.44
1200;5577;4086;ATRASO_30;2021-08-06;2314.79
1201;5577;4086;ATRASO_60;2021-09-05;1851.83
1202;5577;4086;ATRASO_90;2021-10-05;1388.87
1203;5577;4086;CALOTE;2021-11-04;925.92
1204;8444;4093;ATRASO_30;2024-04-08;4787.56
1205;8444;4093;ATRASO_60;2024-05-08;3830.05
1206;8444;4093;CALOTE;2024-07-07;1915.02
1207;8081;4098;ATRASO_30;2022-05-23;2769.53
1208;8081;4098;ATRASO_60;2022-06-22;2215.62
1209;8081;4098;ATRASO_90;2022-07-22;1661.72
1210;8081;4098;CALOTE;2022-08-21;1107.81
1211;876;4134;ATRASO_30;2023-01-08;3962.42
1212;876;4134;ATRASO_60;2023-02-07;3169.94
1213;876;4134;ATRASO_90;2023-03-09;2377.45
1214;9302;4135;ATRASO_30;2023-04-23;2607.02
1215;9302;4135;ATRASO_60;2023-05-23;2085.62
1216;9737;4143;ATRASO_90;2022-11-22;2705.33
1217;9737;4143;CALOTE;2022-12-22;1803.55
1218;5015;4144;ATRASO_30;2024-01-13;5718.84
1219;5015;4144;ATRASO_60;2024-02-12;4575.07
1220;5015;4144;ATRASO_90;2024-03-13;3431.3
1221;5015;4144;CALOTE;2024-04-12;2287.54
1222;5117;4152;ATRASO_60;2024-01-29;6183.13
1223;5117;4152;ATRASO_90;2024-02-28;4637.35
1224;5117;4152;CALOTE;2024-03-29;3091.56
1225;8832;4163;ATRASO_30;2021-10-07;4105.89
1226;8832;4163;ATRASO_60;2021-11-06;3284.71
1227;8832;4163;ATRASO_90;2021-12-06;2463.53
1228;3300;4186;ATRASO_30;2024-05-04;3257.38
1229;3300;4186;ATRASO_60;2024-06-03;2605.9
1230;3300;4186;ATRASO_90;2024-07-03;1954.43
1231;3300;4186;CALOTE;2024-08-02;1302.95
1232;7258;4217;ATRASO_60;2022-04-19;12562.8
1233;7258;4217;ATRASO_90;2022-05-19;9422.1
1234;7258;4217;CALOTE;2022-06-18;6281.4
1235;206;4224;ATRASO_90;2024-03-10;8907.86
1236;1749;4229;ATRASO_60;2023-04-22;6900.2
1237;1749;4229;ATRASO_90;2023-05-22;5175.15
1238;1749;4229;CALOTE;2023-06-21;3450.1
1239;4687;4235;CALOTE;2025-01-30;754.18
1240;9872;4238;ATRASO_30;2022-06-11;5243.92
1241;9872;4238;ATRASO_60;2022-07-11;4195.14
1242;9872;4238;CALOTE;2022-09-09;2097.57
1243;1353;4255;ATRASO_30;2022-05-26;17896.74
1244;1353;4255;ATRASO_60;2022-06-25;14317.39
1245;1353;4255;ATRASO_90;2022-07-25;10738.04
1246;1353;4255;CALOTE;2022-08-24;7158.7
1247;3475;4294;ATRASO_60;2024-10-06;3542.59
1248;3475;4294;ATRASO_90;2024-11-05;2656.94
1249;3475;4294;CALOTE;2024-12-05;1771.3
1250;5170;4309;ATRASO_60;2025-01-20;4466.32
1251;5170;4309;ATRASO_90;2025-02-19;3349.74
1252;3811;4318;ATRASO_60;2021-12-18;3591.35
1253;3811;4318;ATRASO_90;2022-01-17;2693.51
1254;1255;4337;ATRASO_30;2021-10-11;6477.11
1255;1255;4337;ATRASO_60;2021-11-10;5181.69
1256;1255;4337;ATRASO_90;2021-12-10;3886.27
1257;8803;4338;ATRASO_30;2023-12-30;577.82
1258;8803;4338;ATRASO_90;2024-02-28;346.69
1259;8803;4338;CALOTE;2024-03-29;231.13
1260;6107;4347;ATRASO_30;2024-10-17;6283.73
1261;6107;4347;ATRASO_60;2024-11-16;5026.98
1262;6107;4347;ATRASO_90;2024-12-16;3770.24
1263;9390;4372;ATRASO_30;2024-10-07;7355.05
1264;5882;4383;ATRASO_30;2022-12-25;694.34
1265;5882;4383;ATRASO_60;2023-01-24;555.47
1266;5882;4383;ATRASO_90;2023-02-23;416.6
1267;5882;4383;CALOTE;2023-03-25;277.74
1268;5828;4386;ATRASO_60;2023-10-11;2165.82
1269;5828;4386;ATRASO_90;2023-11-10;1624.36
1270;5392;4396;ATRASO_60;2022-04-23;6087.52
1271;5392;4396;CALOTE;2022-06-22;3043.76
1272;9022;4398;ATRASO_30;2021-08-26;7388.07
1273;9022;4398;ATRASO_60;2021-09-25;5910.46
1274;9022;4398;CALOTE;2021-11-24;2955.23
1275;9353;4406;ATRASO_60;2023-05-06;1929.32
1276;9353;4406;ATRASO_90;2023-06-05;1446.99
1277;3444;4409;ATRASO_30;2024-05-27;7376.38
1278;3444;4409;ATRASO_60;2024-06-26;5901.1
1279;3444;4409;ATRASO_90;2024-07-26;4425.83
1280;3444;4409;CALOTE;2024-08-25;2950.55
1281;3387;4413;ATRASO_30;2021-10-27;7244.13
1282;3387;4413;ATRASO_60;2021-11-26;5795.3
1283;3387;4413;CALOTE;2022-01-25;2897.65
1284;832;4415;ATRASO_30;2022-03-07;5065.25
1285;832;4415;ATRASO_90;2022-05-06;3039.15
1286;832;4415;CALOTE;2022-06-05;2026.1
1287;7785;4416;ATRASO_30;2023-12-07;2934.1
1288;7785;4416;ATRASO_60;2024-01-06;2347.28
1289;7785;4416;ATRASO_90;2024-02-05;1760.46
1290;7785;4416;CALOTE;2024-03-06;1173.64
1291;902;4417;ATRASO_30;2021-06-01;4856.07
1292;902;4417;ATRASO_60;2021-07-01;3884.86
1293;902;4417;ATRASO_90;2021-07-31;2913.64
1294;8465;4421;ATRASO_30;2023-04-03;7111.05
1295;8465;4421;ATRASO_60;2023-05-03;5688.84
1296;8465;4421;ATRASO_90;2023-06-02;4266.63
1297;8465;4421;CALOTE;2023-07-02;2844.42
1298;2074;4425;ATRASO_60;2023-06-09;889.46
1299;2074;4425;ATRASO_90;2023-07-09;667.1
1300;2074;4425;CALOTE;2023-08-08;444.73
1301;6706;4439;ATRASO_30;2024-10-24;1086.31
1302;6706;4439;ATRASO_60;2024-11-23;869.05
1303;6706;4439;ATRASO_90;2024-12-23;651.79
1304;6706;4439;CALOTE;2025-01-22;434.52
1305;598;4447;ATRASO_30;2023-03-10;2701.2
1306;598;4447;ATRASO_60;2023-04-09;2160.96
1307;598;4447;ATRASO_90;2023-05-09;1620.72
1308;403;4452;ATRASO_30;2022-10-24;559.08
1309;403;4452;CALOTE;2023-01-22;223.63
1310;892;4453;ATRASO_30;2024-02-28;1456.06
1311;892;4453;ATRASO_60;2024-03-29;1164.85
1312;892;4453;CALOTE;2024-05-28;582.42
1313;4149;4460;ATRASO_60;2023-01-27;10455.21
1314;4149;4460;ATRASO_90;2023-02-26;7841.41
1315;4149;4460;CALOTE;2023-03-28;5227.6
1316;7465;4462;ATRASO_60;2024-08-21;2326.18
1317;7465;4462;ATRASO_90;2024-09-20;1744.63
1318;7465;4462;CALOTE;2024-10-20;1163.09
1319;9556;4478;ATRASO_30;2021-05-03;3871.48
1320;9556;4478;ATRASO_60;2021-06-02;3097.18
1321;9556;4478;ATRASO_90;2021-07-02;2322.89
1322;2994;4493;ATRASO_60;2021-04-22;4943.36
1323;2994;4493;ATRASO_90;2021-05-22;3707.52
1324;2994;4493;CALOTE;2021-06-21;2471.68
1325;4116;4500;ATRASO_60;2024-11-23;7590.54
1326;8009;4508;ATRASO_30;2023-01-29;1112.15
1327;8009;4508;ATRASO_60;2023-02-28;889.72
1328;8009;4508;ATRASO_90;2023-03-30;667.29
1329;8009;4508;CALOTE;2023-04-29;444.86
1330;456;4533;ATRASO_30;2023-05-22;2158.85
1331;456;4533;ATRASO_60;2023-06-21;1727.08
1332;456;4533;ATRASO_90;2023-07-21;1295.31
1333;9310;4546;ATRASO_30;2022-03-21;2237.1
1334;9310;4546;ATRASO_90;2022-05-20;1342.26
1335;9310;4546;CALOTE;2022-06-19;894.84
1336;291;4552;ATRASO_30;2024-03-17;15237.87
1337;291;4552;ATRASO_60;2024-04-16;12190.3
1338;291;4552;CALOTE;2024-06-15;6095.15
1339;216;4578;ATRASO_30;2022-10-31;5780.27
1340;216;4578;ATRASO_60;2022-11-30;4624.22
1341;216;4578;ATRASO_90;2022-12-30;3468.16
1342;216;4578;CALOTE;2023-01-29;2312.11
1343;8503;4599;ATRASO_30;2022-09-23;7761.7
1344;8503;4599;ATRASO_60;2022-10-23;6209.36
1345;8503;4599;ATRASO_90;2022-11-22;4657.02
1346;8503;4599;CALOTE;2022-12-22;3104.68
1347;651;4605;ATRASO_30;2023-03-30;5418.67
1348;651;4605;ATRASO_60;2023-04-29;4334.94
1349;651;4605;CALOTE;2023-06-28;2167.47
1350;7765;4621;ATRASO_30;2023-09-30;7391.03
1351;7765;4621;CALOTE;2023-12-29;2956.41
1352;1255;4628;ATRASO_30;2023-06-24;4004.59
1353;1255;4628;ATRASO_60;2023-07-24;3203.67
1354;1255;4628;ATRASO_90;2023-08-23;2402.75
1355;1255;4628;CALOTE;2023-09-22;1601.84
1356;8419;4633;ATRASO_60;2021-07-22;12320.17
1357;8419;4633;ATRASO_90;2021-08-21;9240.13
1358;4986;4634;ATRASO_30;2024-08-09;1165.91
1359;4986;4634;CALOTE;2024-11-07;466.36
1360;6243;4645;ATRASO_30;2023-09-21;3526.16
1361;6243;4645;ATRASO_60;2023-10-21;2820.93
1362;6243;4645;ATRASO_90;2023-11-20;2115.7
1363;6243;4645;CALOTE;2023-12-20;1410.46
1364;8896;4649;ATRASO_30;2021-08-13;7122.85
1365;8896;4649;ATRASO_90;2021-10-12;4273.71
1366;8896;4649;CALOTE;2021-11-11;2849.14
1367;7085;4652;ATRASO_60;2021-09-27;6192.35
1368;7085;4652;ATRASO_90;2021-10-27;4644.26
1369;1526;4670;ATRASO_30;2024-04-17;4631.19
1370;1526;4670;ATRASO_60;2024-05-17;3704.95
1371;1526;4670;ATRASO_90;2024-06-16;2778.71
1372;1526;4670;CALOTE;2024-07-16;1852.48
1373;9890;4692;ATRASO_90;2022-06-20;1595.48
1374;9605;4701;ATRASO_30;2023-09-14;3217.52
1375;9605;4701;ATRASO_60;2023-10-14;2574.02
1376;9605;4701;CALOTE;2023-12-13;1287.01
1377;2437;4709;ATRASO_30;2022-11-28;6045.88
1378;2437;4709;ATRASO_60;2022-12-28;4836.7
1379;2437;4709;ATRASO_90;2023-01-27;3627.53
1380;1056;4710;ATRASO_30;2024-10-02;4328.16
1381;1056;4710;ATRASO_60;2024-11-01;3462.53
1382;1056;4710;ATRASO_90;2024-12-01;2596.9
1383;1056;4710;CALOTE;2024-12-31;1731.26
1384;2804;4712;ATRASO_30;2023-05-26;2993.27
1385;2804;4712;ATRASO_90;2023-07-25;1795.96
1386;2804;4712;CALOTE;2023-08-24;1197.31
1387;3677;4734;ATRASO_30;2021-09-19;7564.35
1388;3677;4734;ATRASO_60;2021-10-19;6051.48
1389;3677;4734;ATRASO_90;2021-11-18;4538.61
1390;3677;4734;CALOTE;2021-12-18;3025.74
1391;1085;4735;ATRASO_30;2023-11-13;2014.69
1392;1085;4735;ATRASO_60;2023-12-13;1611.75
1393;1085;4735;ATRASO_90;2024-01-12;1208.81
1394;1085;4735;CALOTE;2024-02-11;805.88
1395;5440;4742;ATRASO_60;2025-02-01;5966.75
1396;5440;4742;ATRASO_90;2025-03-03;4475.06
1397;5440;4742;CALOTE;2025-04-02;2983.38
1398;8956;4761;ATRASO_30;2024-03-23;7171.05
1399;8956;4761;ATRASO_60;2024-04-22;5736.84
1400;8956;4761;CALOTE;2024-06-21;2868.42
1401;1673;4768;ATRASO_30;2023-05-09;1891.96
1402;1673;4768;ATRASO_90;2023-07-08;1135.18
1403;1673;4768;CALOTE;2023-08-07;756.78
1404;6282;4786;ATRASO_30;2022-06-12;4824.04
1405;6282;4786;ATRASO_60;2022-07-12;3859.23
1406;6282;4786;ATRASO_90;2022-08-11;2894.42
1407;1689;4787;ATRASO_30;2021-11-06;5374.45
1408;1689;4787;ATRASO_60;2021-12-06;4299.56
1409;1689;4787;ATRASO_90;2022-01-05;3224.67
1410;1689;4787;CALOTE;2022-02-04;2149.78
1411;5132;4794;ATRASO_90;2023-02-05;1186.62
1412;2241;4799;ATRASO_30;2023-04-21;6872.97
1413;2241;4799;ATRASO_60;2023-05-21;5498.38
1414;2241;4799;CALOTE;2023-07-20;2749.19
1415;7753;4812;ATRASO_30;2022-02-15;5194.31
1416;7753;4812;ATRASO_60;2022-03-17;4155.45
1417;7753;4812;CALOTE;2022-05-16;2077.72
1418;3196;4821;ATRASO_30;2024-07-19;6249.67
1419;3196;4821;ATRASO_90;2024-09-17;3749.8
1420;3196;4821;CALOTE;2024-10-17;2499.87
1421;8826;4835;ATRASO_60;2022-02-24;2508.34
1422;8826;4835;ATRASO_90;2022-03-26;1881.26
1423;4893;4837;ATRASO_60;2022-07-28;533.02
1424;4893;4837;ATRASO_90;2022-08-27;399.77
1425;4893;4837;CALOTE;2022-09-26;266.51
1426;6076;4846;ATRASO_30;2024-06-10;3902.3
1427;6076;4846;CALOTE;2024-09-08;1560.92
1428;5141;4847;ATRASO_30;2023-02-17;4424.34
1429;5141;4847;ATRASO_60;2023-03-19;3539.47
1430;5141;4847;ATRASO_90;2023-04-18;2654.6
1431;9088;4851;ATRASO_30;2022-12-09;7031.55
1432;9088;4851;ATRASO_60;2023-01-08;5625.24
1433;9088;4851;CALOTE;2023-03-09;2812.62
1434;6357;4852;ATRASO_60;2024-06-05;1652.19
1435;6357;4852;ATRASO_90;2024-07-05;1239.14
1436;6357;4852;CALOTE;2024-08-04;826.1
1437;1554;4869;ATRASO_30;2022-12-30;1334.89
1438;1554;4869;ATRASO_60;2023-01-29;1067.91
1439;8522;4887;ATRASO_30;2021-02-25;2457.2
1440;8522;4887;ATRASO_60;2021-03-27;1965.76
1441;8522;4887;ATRASO_90;2021-04-26;1474.32
1442;8522;4887;CALOTE;2021-05-26;982.88
1443;6601;4902;ATRASO_30;2021-10-23;14255.55
1444;6601;4902;ATRASO_60;2021-11-22;11404.44
1445;6601;4902;CALOTE;2022-01-21;5702.22
1446;3708;4904;ATRASO_30;2024-06-12;34521.71
1447;3708;4904;ATRASO_60;2024-07-12;27617.37
1448;3708;4904;CALOTE;2024-09-10;13808.68
1449;4792;4918;ATRASO_30;2024-07-11;5054.1
1450;4792;4918;ATRASO_60;2024-08-10;4043.28
1451;4792;4918;ATRASO_90;2024-09-09;3032.46
1452;4792;4918;CALOTE;2024-10-09;2021.64
1453;8381;4921;ATRASO_30;2021-10-12;4840.17
1454;8381;4921;ATRASO_60;2021-11-11;3872.14
1455;1497;4955;ATRASO_30;2024-05-01;15421.32
1456;1497;4955;ATRASO_60;2024-05-31;12337.06
1457;1497;4955;ATRASO_90;2024-06-30;9252.79
1458;1497;4955;CALOTE;2024-07-30;6168.53
1459;7866;4956;ATRASO_30;2021-06-03;2544.4
1460;7866;4956;ATRASO_60;2021-07-03;2035.52
1461;7866;4956;ATRASO_90;2021-08-02;1526.64
1462;3702;4973;ATRASO_60;2025-01-24;6718.67
1463;3702;4973;ATRASO_90;2025-02-23;5039.0
1464;3702;4973;CALOTE;2025-03-25;3359.34
1465;3786;4989;ATRASO_30;2021-11-14;3197.42
1466;3786;4989;ATRASO_60;2021-12-14;2557.94
1467;3786;4989;CALOTE;2022-02-12;1278.97
1468;3427;4993;ATRASO_30;2024-04-03;9995.44
1469;5067;4998;ATRASO_90;2021-09-20;795.71
1470;5067;4998;CALOTE;2021-10-20;530.48
1471;6090;5005;ATRASO_30;2024-07-20;5763.81
1472;6090;5005;ATRASO_60;2024-08-19;4611.05
1473;390;5032;ATRASO_30;2023-02-28;5154.6
1474;390;5032;ATRASO_90;2023-04-29;3092.76
1475;390;5032;CALOTE;2023-05-29;2061.84
1476;5489;5034;ATRASO_60;2022-10-03;8294.3
1477;5489;5034;ATRASO_90;2022-11-02;6220.73
1478;5489;5034;CALOTE;2022-12-02;4147.15
1479;8373;5039;ATRASO_60;2025-03-01;6121.02
1480;8373;5039;ATRASO_90;2025-03-31;4590.76
1481;3180;5040;ATRASO_60;2022-03-16;3705.45
1482;3180;5040;ATRASO_90;2022-04-15;2779.09
1483;3180;5040;CALOTE;2022-05-15;1852.72
1484;5403;5048;ATRASO_30;2024-04-30;12669.72
1485;5403;5048;ATRASO_90;2024-06-29;7601.83
1486;5403;5048;CALOTE;2024-07-29;5067.89
1487;3957;5060;ATRASO_30;2024-03-07;5081.66
1488;3957;5060;ATRASO_90;2024-05-06;3049.0
1489;3957;5060;CALOTE;2024-06-05;2032.66
1490;8903;5061;ATRASO_30;2022-01-16;3192.47
1491;8903;5061;ATRASO_60;2022-02-15;2553.98
1492;8903;5061;CALOTE;2022-04-16;1276.99
1493;9928;5097;ATRASO_30;2022-04-05;4086.85
1494;9928;5097;ATRASO_60;2022-05-05;3269.48
1495;9928;5097;ATRASO_90;2022-06-04;2452.11
1496;9928;5097;CALOTE;2022-07-04;1634.74
1497;7904;5103;ATRASO_30;2022-05-26;1328.94
1498;7904;5103;CALOTE;2022-08-24;531.58
1499;9476;5121;ATRASO_30;2021-04-03;4539.13
1500;9476;5121;ATRASO_90;2021-06-02;2723.48
1501;9476;5121;CALOTE;2021-07-02;1815.65
1502;3429;5134;ATRASO_90;2021-07-22;8086.73
1503;3429;5134;CALOTE;2021-08-21;5391.15
1504;9425;5159;ATRASO_30;2021-06-02;2422.75
1505;9425;5159;ATRASO_60;2021-07-02;1938.2
1506;9425;5159;CALOTE;2021-08-31;969.1
1507;1446;5171;ATRASO_30;2022-08-08;5598.63
1508;1446;5171;ATRASO_60;2022-09-07;4478.9
1509;1446;5171;ATRASO_90;2022-10-07;3359.18
1510;9232;5195;ATRASO_90;2022-05-28;2600.29
1511;9232;5195;CALOTE;2022-06-27;1733.53
1512;4189;5205;ATRASO_30;2021-05-10;3703.54
1513;4189;5205;ATRASO_60;2021-06-09;2962.83
1514;4189;5205;ATRASO_90;2021-07-09;2222.12
1515;3866;5206;ATRASO_60;2024-01-12;17915.15
1516;3866;5206;CALOTE;2024-03-12;8957.58
1517;5397;5218;ATRASO_30;2023-02-08;3723.15
1518;9873;5219;ATRASO_30;2025-01-17;17962.36
1519;9873;5219;ATRASO_60;2025-02-16;14369.89
1520;9873;5219;ATRASO_90;2025-03-18;10777.42
1521;9873;5219;CALOTE;2025-04-17;7184.94
1522;5472;5220;ATRASO_30;2023-04-18;4824.54
1523;5472;5220;CALOTE;2023-07-17;1929.82
1524;2870;5223;ATRASO_30;2024-08-22;2728.6
1525;2870;5223;ATRASO_60;2024-09-21;2182.88
1526;2870;5223;ATRASO_90;2024-10-21;1637.16
1527;2870;5223;CALOTE;2024-11-20;1091.44
1528;5599;5234;ATRASO_60;2022-09-26;5500.04
1529;5599;5234;ATRASO_90;2022-10-26;4125.03
1530;7572;5282;CALOTE;2022-01-05;2585.88
1531;7470;5284;ATRASO_60;2024-10-22;3677.56
1532;7470;5284;CALOTE;2024-12-21;1838.78
1533;3219;5301;ATRASO_60;2023-03-09;4814.66
1534;3219;5301;ATRASO_90;2023-04-08;3610.99
1535;3219;5301;CALOTE;2023-05-08;2407.33
1536;5337;5314;ATRASO_30;2023-12-09;3417.34
1537;5337;5314;ATRASO_90;2024-02-07;2050.4
1538;5337;5314;CALOTE;2024-03-08;1366.94
1539;5167;5317;ATRASO_90;2024-12-29;25509.34
1540;5167;5317;CALOTE;2025-01-28;17006.23
1541;8695;5318;ATRASO_30;2022-04-02;37636.9
1542;8695;5318;ATRASO_90;2022-06-01;22582.14
1543;2941;5339;ATRASO_30;2024-08-27;3782.62
1544;2941;5339;ATRASO_90;2024-10-26;2269.57
1545;2941;5339;CALOTE;2024-11-25;1513.05
1546;1422;5343;ATRASO_60;2022-12-27;33968.17
1547;1422;5343;ATRASO_90;2023-01-26;25476.13
1548;1422;5343;CALOTE;2023-02-25;16984.08
1549;8373;5346;ATRASO_30;2022-01-14;2807.05
1550;8373;5346;ATRASO_60;2022-02-13;2245.64
1551;8373;5346;CALOTE;2022-04-14;1122.82
1552;9816;5370;ATRASO_60;2021-12-02;8694.99
1553;9816;5370;ATRASO_90;2022-01-01;6521.24
1554;9816;5370;CALOTE;2022-01-31;4347.5
1555;7316;5388;ATRASO_60;2023-09-19;6018.42
1556;7316;5388;CALOTE;2023-11-18;3009.21
1557;1309;5391;CALOTE;2025-01-04;1568.83
1558;9930;5415;ATRASO_60;2024-09-16;2950.14
1559;9930;5415;ATRASO_90;2024-10-16;2212.6
1560;9930;5415;CALOTE;2024-11-15;1475.07
1561;7785;5420;ATRASO_90;2024-03-15;1712.45
1562;128;5421;ATRASO_30;2021-12-23;991.59
1563;128;5421;ATRASO_90;2022-02-21;594.95
1564;128;5421;CALOTE;2022-03-23;396.64
1565;4615;5423;ATRASO_90;2023-12-26;4566.3
1566;4615;5423;CALOTE;2024-01-25;3044.2
1567;7197;5434;ATRASO_30;2022-05-07;3828.6
1568;7197;5434;ATRASO_60;2022-06-06;3062.88
1569;7197;5434;CALOTE;2022-08-05;1531.44
1570;7226;5442;ATRASO_60;2022-01-18;3816.37
1571;7226;5442;CALOTE;2022-03-19;1908.18
1572;4069;5447;ATRASO_30;2023-08-10;6984.13
1573;4069;5447;ATRASO_60;2023-09-09;5587.3
1574;4069;5447;CALOTE;2023-11-08;2793.65
1575;5327;5479;ATRASO_60;2023-05-21;4774.53
1576;5327;5479;ATRASO_90;2023-06-20;3580.9
1577;5327;5479;CALOTE;2023-07-20;2387.26
1578;6468;5491;ATRASO_60;2022-03-15;15047.86
1579;6468;5491;ATRASO_90;2022-04-14;11285.89
1580;6468;5491;CALOTE;2022-05-14;7523.93
1581;2733;5509;ATRASO_60;2023-03-01;1352.62
1582;2733;5509;ATRASO_90;2023-03-31;1014.46
1583;2733;5509;CALOTE;2023-04-30;676.31
1584;7402;5518;ATRASO_30;2023-09-15;5957.42
1585;7402;5518;ATRASO_90;2023-11-14;3574.45
